state,program,Investment Type,Investment Dollars,Number of Investments
West Virginia,Multifamily Housing,Grant Funds,"195,774",1
West Virginia,Multifamily Housing,Grant Funds,"285,244",1
West Virginia,Multifamily Housing,Grant Funds,"143,214",1
West Virginia,Single Family Housing,Loan Funds - Direct,"299,080",2
West Virginia,Single Family Housing,Loan Funds - Direct,"92,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"150,505",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"242,323",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"505,048",4
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"209,090",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"398,887",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"140,404",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"210,606",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"178,787",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"735,029",4
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"153,252",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"352,525",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"265,150",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"90,808",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"120,202",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"100,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"232,322",2
West Virginia,Single Family Housing,Grant Funds,"20,000",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"298,888",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"96,666",1
West Virginia,Multifamily Housing,Grant Funds,"117,926",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"70,707",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"87,878",1
West Virginia,Business Programs,Grant Funds,"19,879",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"43,434",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"48,484",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Grant Funds,"25,000",1
West Virginia,Business Programs,Grant Funds,"90,770",1
West Virginia,Single Family Housing,Loan Funds - Direct,"54,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"222,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"82,828",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"80,808",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"217,171",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"100,909",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"757,069",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"170,707",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"92,424",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"321,667",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"633,837",4
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"201,616",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"184,949",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"136,363",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"269,393",2
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"3,000",1
West Virginia,Multifamily Housing,Grant Funds,"77,151",1
West Virginia,Multifamily Housing,Grant Funds,"234,323",1
West Virginia,Single Family Housing,Loan Funds - Direct,"79,450",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"124,848",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"356,463",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"69,191",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"108,434",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"337,876",3
West Virginia,Single Family Housing,Grant Funds,"18,080",2
West Virginia,Multifamily Housing,Grant Funds,"116,515",1
West Virginia,Single Family Housing,Loan Funds - Direct,"142,150",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"135,252",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"95,959",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"69,696",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"8,150",1
West Virginia,Multifamily Housing,Loan Funds - Guaranteed,"750,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"690,800",4
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"2,246,761",16
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"86,868",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"477,711",4
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"107,070",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"80,808",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"266,665",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"745,452",6
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"81,666",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Business Programs,Grant Funds,"7,000",1
West Virginia,Multifamily Housing,Grant Funds,"122,386",1
West Virginia,Multifamily Housing,Grant Funds,"173,005",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"809,089",5
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"359,595",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"363,635",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"161,616",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"419,078",3
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Multifamily Housing,Grant Funds,"190,395",1
West Virginia,Single Family Housing,Loan Funds - Direct,"135,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"97,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"88,888",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"75,757",1
West Virginia,Business Programs,Grant Funds,"100,000",1
West Virginia,Multifamily Housing,Grant Funds,"48,137",1
West Virginia,Single Family Housing,Loan Funds - Direct,"366,560",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"262,626",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"227,272",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"233,122",1
West Virginia,Single Family Housing,Loan Funds - Direct,"210,980",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"941,512",7
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"136,363",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"88,383",1
West Virginia,Business Programs,Grant Funds,"12,930",1
West Virginia,Multifamily Housing,Grant Funds,"14,160",2
West Virginia,Multifamily Housing,Grant Funds,"10,248",1
West Virginia,Multifamily Housing,Grant Funds,"174,704",1
West Virginia,Multifamily Housing,Grant Funds,"190,515",1
West Virginia,Single Family Housing,Loan Funds - Direct,"376,500",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"354,544",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"308,080",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"166,666",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"196,969",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"262,626",1
West Virginia,Single Family Housing,Grant Funds,"24,980",3
West Virginia,Multifamily Housing,Grant Funds,"79,300",1
West Virginia,Multifamily Housing,Grant Funds,"77,764",1
West Virginia,Multifamily Housing,Grant Funds,"135,516",1
West Virginia,Multifamily Housing,Grant Funds,"132,289",1
West Virginia,Multifamily Housing,Grant Funds,"25,704",5
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"426,262",2
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Multifamily Housing,Grant Funds,"154,612",1
West Virginia,Multifamily Housing,Grant Funds,"129,258",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"89,732",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"76,767",1
West Virginia,Business Programs,Grant Funds,"64,204",1
West Virginia,Business Programs,Grant Funds,"12,000",1
West Virginia,Multifamily Housing,Grant Funds,"43,268",1
West Virginia,Multifamily Housing,Grant Funds,"24,247",1
West Virginia,Multifamily Housing,Grant Funds,"58,627",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"157,070",1
West Virginia,Multifamily Housing,Grant Funds,"128,982",1
West Virginia,Multifamily Housing,Grant Funds,"177,153",1
West Virginia,Single Family Housing,Loan Funds - Direct,"217,400",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"311,413",2
West Virginia,Single Family Housing,Loan Funds - Direct,"7,400",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
West Virginia,Business Programs,Grant Funds,"11,367",2
West Virginia,Business Programs,Grant Funds,"21,273",1
West Virginia,Business Programs,Grant Funds,"15,276",1
West Virginia,Multifamily Housing,Grant Funds,"54,308",1
West Virginia,Multifamily Housing,Grant Funds,"76,132",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"83,030",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"63,131",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"75,757",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"165,656",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"175,757",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"126,262",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"134,343",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"170,707",1
West Virginia,Multifamily Housing,Grant Funds,"106,068",1
West Virginia,Multifamily Housing,Grant Funds,"79,753",1
West Virginia,Single Family Housing,Loan Funds - Direct,"199,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"171,717",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"230,807",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"151,515",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"328,282",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"475,251",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"421,110",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"193,939",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"225,252",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"116,161",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"169,696",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Grant Funds,"3,180",1
West Virginia,Single Family Housing,Loan Funds - Direct,"7,490",1
West Virginia,Community Facilities,Grant Funds,"139,000",1
West Virginia,Multifamily Housing,Grant Funds,"120,755",1
West Virginia,Multifamily Housing,Grant Funds,"79,520",1
West Virginia,Multifamily Housing,Grant Funds,"127,348",1
West Virginia,Multifamily Housing,Grant Funds,"196,157",1
West Virginia,Multifamily Housing,Grant Funds,"172,146",1
West Virginia,Single Family Housing,Loan Funds - Direct,"356,900",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"798,382",5
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"325,656",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"152,525",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"172,727",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"2,310,445",20
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"111,010",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"151,414",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"185,858",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"120,202",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"56,565",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"172,726",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"376,766",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"119,191",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"129,292",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"127,777",1
West Virginia,Single Family Housing,Grant Funds,"20,000",2
West Virginia,Single Family Housing,Loan Funds - Direct,"14,700",1
West Virginia,Business Programs,Grant Funds,"59,034",1
West Virginia,Multifamily Housing,Grant Funds,"156,337",1
West Virginia,Single Family Housing,Loan Funds - Direct,"188,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"331,600",2
West Virginia,Single Family Housing,Loan Funds - Direct,"185,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"121,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"854,543",5
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"10,200",1
West Virginia,Multifamily Housing,Grant Funds,"90,184",1
West Virginia,Multifamily Housing,Grant Funds,"12,516",1
West Virginia,Community Facilities,Loan Funds - Direct,"3,000,000",1
West Virginia,Multifamily Housing,Grant Funds,"116,878",1
West Virginia,Multifamily Housing,Grant Funds,"137,792",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"171,212",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"136,363",1
West Virginia,Single Family Housing,Loan Funds - Direct,"100,000",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"378,282",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"128,787",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"120,808",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"176,767",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"75,757",1
West Virginia,Business Programs,Grant Funds,"86,890",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"160,101",1
West Virginia,Single Family Housing,Grant Funds,"10,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"9,700",1
West Virginia,Multifamily Housing,Grant Funds,"439,598",1
West Virginia,Single Family Housing,Loan Funds - Direct,"225,000",1
West Virginia,Single Family Housing,Loan Funds - Direct,"123,850",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"85,858",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"262,626",1
West Virginia,Single Family Housing,Grant Funds,"17,200",2
West Virginia,Business Programs,Grant Funds,"12,415",2
West Virginia,Community Facilities,Grant Funds,"1,087,000",1
West Virginia,Multifamily Housing,Grant Funds,"79,622",1
West Virginia,Multifamily Housing,Grant Funds,"411,082",1
West Virginia,Multifamily Housing,Grant Funds,"74,894",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"70,707",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"152,525",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"273,959",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"196,363",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"414,140",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"283,080",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"75,757",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"104,393",1
West Virginia,Multifamily Housing,Grant Funds,"152,487",1
West Virginia,Multifamily Housing,Grant Funds,"46,884",1
West Virginia,Multifamily Housing,Grant Funds,"134,229",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"86,868",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"289,898",2
West Virginia,Multifamily Housing,Grant Funds,"156,174",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"131,313",1
West Virginia,Multifamily Housing,Grant Funds,"80,792",1
West Virginia,Multifamily Housing,Grant Funds,"5,652",1
West Virginia,Multifamily Housing,Grant Funds,"75,324",1
West Virginia,Multifamily Housing,Grant Funds,"126,250",1
West Virginia,Multifamily Housing,Grant Funds,"134,700",1
West Virginia,Multifamily Housing,Grant Funds,"38,325",1
West Virginia,Single Family Housing,Loan Funds - Direct,"673,000",3
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"252,424",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"336,868",2
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"113,131",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"149,494",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"70,707",1
West Virginia,Single Family Housing,Grant Funds,"27,500",3
West Virginia,Multifamily Housing,Grant Funds,"227,339",1
West Virginia,Multifamily Housing,Grant Funds,"390,590",1
West Virginia,Single Family Housing,Loan Funds - Guaranteed,"80,808",1
Wisconsin,Community Facilities,Grant Funds,"34,000",1
Wisconsin,Multifamily Housing,Grant Funds,"186,476",1
Wisconsin,Multifamily Housing,Grant Funds,"145,051",1
Wisconsin,Multifamily Housing,Grant Funds,"41,419",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"138,300",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"107,777",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"160,606",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"292,979",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"563,432",3
Wisconsin,Business Programs,Grant Funds,"364,000",1
Wisconsin,Multifamily Housing,Grant Funds,"83,312",1
Wisconsin,Multifamily Housing,Grant Funds,"248,728",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"148,484",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"98,484",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"8,436",1
Wisconsin,Business Programs,Grant Funds,"23,290",1
Wisconsin,Multifamily Housing,Grant Funds,"85,056",18
Wisconsin,Multifamily Housing,Grant Funds,"23,687",18
Wisconsin,Multifamily Housing,Grant Funds,"1,324",1
Wisconsin,Multifamily Housing,Grant Funds,"5,971",1
Wisconsin,Multifamily Housing,Grant Funds,"11,064",1
Wisconsin,Multifamily Housing,Grant Funds,"65,328",10
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"2,591,976",13
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"886,412",4
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"272,700",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"178,787",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"127,272",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"361,110",2
Wisconsin,Business Programs,Grant Funds,"22,691",1
Wisconsin,Multifamily Housing,Grant Funds,"144,231",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"544,999",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"126,262",1
Wisconsin,Business Programs,Grant Funds,"70,995",1
Wisconsin,Business Programs,Grant Funds,"500,000",1
Wisconsin,Business Programs,Grant Funds,"97,350",1
Wisconsin,Business Programs,Grant Funds,"23,527",1
Wisconsin,Multifamily Housing,Grant Funds,"55,836",1
Wisconsin,Multifamily Housing,Grant Funds,"11,210",1
Wisconsin,Multifamily Housing,Grant Funds,"48,424",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"404,543",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"90,909",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"115,151",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"12,267",1
Wisconsin,Business Programs,Grant Funds,"36,800",1
Wisconsin,Multifamily Housing,Grant Funds,"3,732",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"252,525",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"238,800",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"183,838",1
Wisconsin,Business Programs,Grant Funds,"60,525",1
Wisconsin,Business Programs,Grant Funds,"339,701",1
Wisconsin,Business Programs,Grant Funds,"181,527",1
Wisconsin,Business Programs,Grant Funds,"132,770",1
Wisconsin,Business Programs,Grant Funds,"500,000",1
Wisconsin,Business Programs,Grant Funds,"15,310",1
Wisconsin,Multifamily Housing,Grant Funds,"1,428",1
Wisconsin,Multifamily Housing,Grant Funds,"49,370",1
Wisconsin,Multifamily Housing,Grant Funds,"42,525",1
Wisconsin,Multifamily Housing,Grant Funds,"3,168",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"171,616",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"354,039",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"246,969",1
Wisconsin,Business Programs,Grant Funds,"97,500",1
Wisconsin,Business Programs,Grant Funds,"17,801",1
Wisconsin,Multifamily Housing,Grant Funds,"9,744",1
Wisconsin,Multifamily Housing,Grant Funds,"96,962",1
Wisconsin,Multifamily Housing,Grant Funds,"113,777",1
Wisconsin,Multifamily Housing,Grant Funds,"47,837",1
Wisconsin,Multifamily Housing,Grant Funds,"80,117",1
Wisconsin,Multifamily Housing,Grant Funds,"32,220",5
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"289,898",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"630,806",5
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"389,897",3
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"126,262",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"129,292",1
Wisconsin,Single Family Housing,Grant Funds,"10,000",1
Wisconsin,Single Family Housing,Grant Funds,"4,739",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"7,499",1
Wisconsin,Multifamily Housing,Grant Funds,"29,028",4
Wisconsin,Multifamily Housing,Grant Funds,"10,596",1
Wisconsin,Multifamily Housing,Grant Funds,"196,338",1
Wisconsin,Multifamily Housing,Grant Funds,"5,424",1
Wisconsin,Multifamily Housing,Grant Funds,"359,123",1
Wisconsin,Multifamily Housing,Grant Funds,"182,955",1
Wisconsin,Multifamily Housing,Grant Funds,"19,800",2
Wisconsin,Multifamily Housing,Grant Funds,"61,836",9
Wisconsin,Multifamily Housing,Grant Funds,"259,953",1
Wisconsin,Multifamily Housing,Grant Funds,"11,244",2
Wisconsin,Multifamily Housing,Grant Funds,"92,210",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"208,080",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"292,929",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"169,696",1
Wisconsin,Business Programs,Grant Funds,"18,648",1
Wisconsin,Multifamily Housing,Grant Funds,"68,743",1
Wisconsin,Multifamily Housing,Grant Funds,"4,848",1
Wisconsin,Multifamily Housing,Grant Funds,"29,892",4
Wisconsin,Single Family Housing,Loan Funds - Direct,"145,000",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"305,784",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"216,161",1
Wisconsin,Single Family Housing,Grant Funds,"27,665",3
Wisconsin,Business Programs,Grant Funds,"20,000",1
Wisconsin,Community Facilities,Grant Funds,"1,000,000",1
Wisconsin,Multifamily Housing,Grant Funds,"5,064",1
Wisconsin,Multifamily Housing,Grant Funds,"5,737",1
Wisconsin,Multifamily Housing,Grant Funds,"121,575",1
Wisconsin,Multifamily Housing,Grant Funds,"173,654",1
Wisconsin,Multifamily Housing,Grant Funds,"4,176",1
Wisconsin,Multifamily Housing,Grant Funds,"8,376",1
Wisconsin,Multifamily Housing,Grant Funds,"63,234",1
Wisconsin,Multifamily Housing,Grant Funds,"28,752",4
Wisconsin,Multifamily Housing,Grant Funds,"113,625",1
Wisconsin,Multifamily Housing,Grant Funds,"6,972",2
Wisconsin,Multifamily Housing,Grant Funds,"487,604",1
Wisconsin,Multifamily Housing,Grant Funds,"4,296",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"392,700",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"185,000",1
Wisconsin,Multifamily Housing,Grant Funds,"3,900",1
Wisconsin,Multifamily Housing,Grant Funds,"18,132",4
Wisconsin,Multifamily Housing,Grant Funds,"2,172",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"185,658",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"138,383",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"175,757",1
Wisconsin,Multifamily Housing,Grant Funds,"65,086",1
Wisconsin,Multifamily Housing,Grant Funds,"2,496",1
Wisconsin,Multifamily Housing,Grant Funds,"3,432",1
Wisconsin,Multifamily Housing,Grant Funds,"25,736",1
Wisconsin,Multifamily Housing,Grant Funds,900,1
Wisconsin,Multifamily Housing,Grant Funds,"7,308",2
Wisconsin,Multifamily Housing,Grant Funds,"108,873",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"212,121",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"375,757",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"222,222",1
Wisconsin,Business Programs,Grant Funds,"1,389,750",1
Wisconsin,Business Programs,Grant Funds,"30,852",1
Wisconsin,Community Facilities,Grant Funds,"900,000",1
Wisconsin,Multifamily Housing,Grant Funds,"220,195",1
Wisconsin,Multifamily Housing,Grant Funds,"38,711",1
Wisconsin,Multifamily Housing,Grant Funds,"5,460",1
Wisconsin,Multifamily Housing,Grant Funds,"87,197",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"192,000",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"198,989",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"211,111",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"137,533",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"378,787",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"141,414",1
Wisconsin,Multifamily Housing,Grant Funds,"3,552",1
Wisconsin,Multifamily Housing,Grant Funds,"11,040",2
Wisconsin,Multifamily Housing,Grant Funds,"8,340",1
Wisconsin,Multifamily Housing,Grant Funds,"38,352",6
Wisconsin,Multifamily Housing,Grant Funds,"82,308",16
Wisconsin,Multifamily Housing,Grant Funds,"13,512",3
Wisconsin,Single Family Housing,Loan Funds - Direct,"424,000",2
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"218,181",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"240,707",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"219,100",1
Wisconsin,Business Programs,Grant Funds,"17,131",1
Wisconsin,Business Programs,Grant Funds,"57,129",1
Wisconsin,Business Programs,Grant Funds,"14,716",1
Wisconsin,Single Family Housing,Grant Funds,"7,174",1
Wisconsin,Single Family Housing,Loan Funds - Guaranteed,"106,060",1
Wisconsin,Single Family Housing,Grant Funds,"5,605",1
Wisconsin,Single Family Housing,Loan Funds - Direct,"1,195",1
Wisconsin,Business Programs,Loan Funds - Guaranteed,"13,720,000",1
